image_lattice_col_index_0_to_49,image_lattice_row_index_0_to_49,predicted_x_px,predicted_y_px,predicted_in_sensor,assigned_in_v3,assigned_source_candidate_index,assigned_raw_x_px,assigned_raw_y_px,nearest_fresh_detector_candidate_distance_px,fresh_detector_candidate_within_v3_assignment_bound,local_mean_darkness_0_to_1
3,2,1496.8026639347609,833.9216063023789,True,True,1424,1496.8279453678444,835.3501205016988,3.181316889232989,True,0.725250100040016
4,2,1496.7691125969814,850.0784399687665,True,False,,,,13.101035310366271,False,0.7296518607442977
5,2,1496.7355565886323,866.2375227738318,True,False,,,,19.97178661252198,False,0.7310124049619848
6,2,1496.7019959087384,882.3988551872498,True,False,,,,12.30447032948124,False,0.7282112845138056
7,2,1496.6684305563242,898.5624376788269,True,False,,,,20.649018059201335,False,0.7371748699479792
8,2,1496.6348605304142,914.7282707185,True,False,,,,19.061006198714825,False,0.7408563425370148
9,2,1496.601285830032,930.8963547763366,True,False,,,,12.743177233637718,False,0.7422168867547019
10,2,1496.5677064542008,947.0666903225355,True,True,1549,1496.3816691342358,947.1197281224839,1.896188748709796,True,0.7441376550620248
11,2,1496.5341224019444,963.2392778274263,True,True,1319,1496.3463064505117,963.0265016075591,1.9721412418227524,True,0.7467787114845938
12,2,1496.5005336722859,979.4141177614698,True,True,1341,1496.3726116341006,980.5137801082227,2.9897137410142895,True,0.7447779111644658
13,2,1496.4669402642476,995.5912105952578,True,False,,,,13.670147006653583,False,0.7534213685474189
14,2,1496.433342176852,1011.7705567995127,True,True,1217,1496.2026592389007,1011.347290418926,2.278012549623806,True,0.7591036414565826
15,2,1496.399739409122,1027.952156845089,True,True,1541,1496.5437791764805,1027.478176408916,2.0423587159920196,True,0.7608643457382953
16,2,1496.366131960079,1044.1360112029713,True,False,,,,18.147084918695178,False,0.7609443777511005
17,2,1496.3325198287446,1060.322120344276,True,False,,,,14.85015883643915,False,0.7609443777511005
